Common garden,Provenance,R (bloc no),Longitude,Latitude,Plot size in meters,Stem survival-1976,Stem survival-1977,Stem survival-1978,Stem survival-1979,Stem survival-1980,Stem survival-1981,Stem survival-1982,Stem survival-1983,Stem survival-1984,Stem survival-1985,Stem survival-1986,Stem survival-1987,Stem survival-1988,Stem survival-1989,Stem survival-1990,Stem survival-1991,Stem survival-1992,Stem survival-1993,Stem survival-1994,Stem survival-1995,Stem survival-1996,Stem survival-1997,Stem survival-1998,Stem survival-1999,Stem survival-2000,Stem survival-2001,Stem survival-2002,Stem survival-2003,Stem survival-2004,Stem survival-2005,Stem survival-2006,Stem survival-2007,Stem survival-2008,Stem survival-2009,Stem survival-2010,Stem survival-2011,Stem survival-2012,Stem survival-2013,Stem survival-2014,Stem survival-2015,Stem survival-2016,Stem survival-2017,NPP-1976,NPP-1977,NPP-1978,NPP-1979,NPP-1980,NPP-1981,NPP-1982,NPP-1983,NPP-1984,NPP-1985,NPP-1986,NPP-1987,NPP-1988,NPP-1989,NPP-1990,NPP-1991,NPP-1992,NPP-1993,NPP-1994,NPP-1995,NPP-1996,NPP-1997,NPP-1998,NPP-1999,NPP-2000,NPP-2001,NPP-2002,NPP-2003,NPP-2004,NPP-2005,NPP-2006,NPP-2007,NPP-2008,NPP-2009,NPP-2010,NPP-2011,NPP-2012,NPP-2013,NPP-2014,NPP-2015,NPP-2016
Mont-Laurier,1329,3,-62.85,46.05,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.004694788,0.011523022,0.018653889,0.032252507,0.062976328,0.085671593,0.125043139,0.187574669,0.216813069,0.187946854,0.25695077,0.271646767,0.269550964,0.303732777,0.251507993,0.212604853,0.171789115,0.243606977,0.214028599,0.226505903,0.232455787,0.204730786,0.191552089,0.168321168,0.202019079,0.120856237,0.089646447,0.148702316,0.142952593,0.16687307,0.189479831,0.156665204,0.170384249,0.107219259,0.131667059,0.137980585,na
Mont-Laurier,1329,4,-62.85,46.05,120,15,15,15,15,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,11,11,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,na,na,0,0,0,0,0.001043922,0.003819378,0.005156162,0.012995437,0.029577615,0.050510279,0.069557403,0.099172115,0.107830269,0.102198937,0.124530756,0.115175979,0.125120059,0.141094161,0.116759753,0.111642885,0.140713923,0.17308791,0.147516807,0.149453649,0.171813299,0.174322204,0.169625964,0.128511308,0.14345173,0.099895485,0.091439598,0.134434606,0.092743215,0.099306119,0.142120596,0.117209345,0.11946092,0.103636944,0.103064128,0.10571454,na
Mont-Laurier,1329,6,-62.85,46.05,120,14,14,14,14,13,13,13,13,12,12,12,12,11,11,11,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,9,9,9,9,9,8,na,na,0,0,0,0,0.003424389,0.005267142,0.00941744,0.020106207,0.025404025,0.035552267,0.064726983,0.111212855,0.141324392,0.158777536,0.144059149,0.158125522,0.144148641,0.181207061,0.138825726,0.1690842,0.192409995,0.209981751,0.154018781,0.173155801,0.141949042,0.181475549,0.160888221,0.141504738,0.172617886,0.145069203,0.09950445,0.144586376,0.080064034,0.111265883,0.139497741,0.112218553,0.12387805,0.109173976,0.124866857,0.120585914,na
Mont-Laurier,1528,3,-67.16666667,46.83333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0,0.006811618,0.013153331,0.030761181,0.056840477,0.076827991,0.117684139,0.148532185,0.179393807,0.162085141,0.184491083,0.196335325,0.19990401,0.220649307,0.169961714,0.17549445,0.169841543,0.237038248,0.202434267,0.206519577,0.230930296,0.175888198,0.150092719,0.142871267,0.164168871,0.09898016,0.060818756,0.110120727,0.091565589,0.090076868,0.140428213,0.108564996,0.104427627,0.083734594,0.08870707,0.089867712,na
Mont-Laurier,1528,4,-67.16666667,46.83333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0.001664935,0.011376926,0.017938601,0.041618969,0.081493374,0.102085716,0.144298819,0.182735175,0.194802904,0.165878033,0.206414197,0.196000354,0.147168006,0.178858464,0.152681953,0.139634184,0.112400212,0.169007929,0.147272084,0.135175259,0.15247827,0.159423138,0.152347787,0.14545886,0.132127859,0.091497443,0.062297997,0.105937708,0.090163716,0.095771371,0.113678539,0.086328639,0.114305803,0.072392883,0.072682994,0.083836201,na
Mont-Laurier,1528,6,-67.16666667,46.83333333,120,14,14,14,14,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0.002297574,0.010279973,0.017582204,0.022112705,0.038096193,0.070453068,0.095070639,0.112025086,0.150430511,0.181221032,0.17004485,0.199250679,0.215269865,0.200605831,0.204480337,0.147276167,0.126216503,0.089874562,0.151800687,0.146912094,0.153363086,0.188603557,0.179906398,0.144440816,0.120244413,0.156903411,0.09066257,0.065341833,0.115876993,0.091344508,0.113149496,0.152043796,0.12037214,0.14109575,0.105088471,0.115857512,0.115265734,na
Mont-Laurier,1530,3,-60.16666667,45.93333333,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,11,11,10,10,9,9,8,7,na,na,0,0,0,0,0,0,0.002879372,0.006534541,0.018163389,0.027043001,0.052417528,0.066744855,0.088068442,0.081401047,0.120870641,0.10310598,0.103737051,0.149563754,0.098613657,0.114297101,0.10076922,0.15476053,0.136399058,0.11147908,0.118244525,0.109997846,0.105286012,0.075754246,0.118236903,0.076765259,0.051148163,0.082236791,0.070250466,0.072358458,0.074389308,0.05671692,0.064774978,0.053501323,0.060597749,0.061367141,na
Mont-Laurier,1530,4,-60.16666667,45.93333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.002178713,0.00498594,0.007175922,0.018308122,0.028080743,0.041044609,0.071705539,0.083786976,0.105868285,0.074831064,0.08046497,0.106196381,0.103912933,0.155119663,0.112389264,0.145099152,0.137526495,0.198537975,0.17362731,0.169160821,0.151407838,0.164751034,0.130588386,0.134813634,0.134649683,0.107294495,0.071638321,0.127740849,0.106792365,0.108788916,0.12486037,0.113189207,0.11893122,0.084520711,0.10349492,0.068713462,na
Mont-Laurier,1530,6,-60.16666667,45.93333333,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,13,13,12,12,11,na,na,0,0,0,0,0.002475761,0.008786584,0.01139144,0.026015637,0.034495358,0.052537427,0.074622627,0.109256733,0.11597055,0.109155614,0.125939036,0.129108228,0.133884587,0.172096131,0.119269558,0.139278534,0.125153612,0.185407228,0.161213137,0.163616415,0.171106197,0.178457578,0.144813693,0.119586822,0.147308343,0.098610011,0.050746628,0.095757299,0.066311727,0.070985464,0.095914753,0.078888165,0.084307093,0.065162188,0.06475658,0.065256243,na
Mont-Laurier,1531,3,-66.48333333,45.58333333,120,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0.002144858,0.006272638,0.016709036,0.031731616,0.059501236,0.074097711,0.114884949,0.15802294,0.157882996,0.145508534,0.182404017,0.166202275,0.157782905,0.190006391,0.155345288,0.165809854,0.139256379,0.175369694,0.132345006,0.101578262,0.134006929,0.104133206,0.124096038,0.087508285,0.127894257,0.061185013,0.061765474,0.08342496,0.069401307,0.086873185,0.116521954,0.084168525,0.111795301,0.083499204,0.075045166,0.095635164,na
Mont-Laurier,1531,4,-66.48333333,45.58333333,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,12,11,11,11,11,11,10,10,10,10,10,10,9,na,na,0,0,0,0,0.00325277,0.00946102,0.014755887,0.032298295,0.041427465,0.063120755,0.091866637,0.117264771,0.141116779,0.105689366,0.165108702,0.154744027,0.117287832,0.162299995,0.108973116,0.144266478,0.121888206,0.183356878,0.152788222,0.1557513,0.146872104,0.190713737,0.180689868,0.16490993,0.174502669,0.145539539,0.088252897,0.129773133,0.096534862,0.13448312,0.157826261,0.124265103,0.134858832,0.102799277,0.097409149,0.104000707,na
Mont-Laurier,1531,6,-66.48333333,45.58333333,120,16,16,16,16,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.005440106,0.011213808,0.019748947,0.027662047,0.036617828,0.063408315,0.081342392,0.103981183,0.152729405,0.152024446,0.138333058,0.152764673,0.146890505,0.154607093,0.177156828,0.162597946,0.146936512,0.161769578,0.161842126,0.148767965,0.150727106,0.176014335,0.141957093,0.137159544,0.116652294,0.137631769,0.103530232,0.082023681,0.129212827,0.133611866,0.113890438,0.144051221,0.140559176,0.134903343,0.108873312,0.112828112,0.102734986,na
Mont-Laurier,1534,3,-68.31666667,47.7,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.00250789,0.010549138,0.020358433,0.022775776,0.043825266,0.072514487,0.085335134,0.113840327,0.156647182,0.146147702,0.149632935,0.190219134,0.186212997,0.184862406,0.236158236,0.169681279,0.142844556,0.146921251,0.212847393,0.184867571,0.155855136,0.193562572,0.171157066,0.148374306,0.122008583,0.159547852,0.106327781,0.072458264,0.12978283,0.113899713,0.115210589,0.150411613,0.11887279,0.142266907,0.106377703,0.104712591,0.076582711,na
Mont-Laurier,1534,4,-68.31666667,47.7,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.002582281,0.003146926,0.010891498,0.02614157,0.051725624,0.085166466,0.106813372,0.139831935,0.147147797,0.143406317,0.209088327,0.201755963,0.195097517,0.220224569,0.192470158,0.181663132,0.182211199,0.256594841,0.20855583,0.192570089,0.239208088,0.188058259,0.212247005,0.148640495,0.183546807,0.129802664,0.122070555,0.170758717,0.169194298,0.140710232,0.187714178,0.158357458,0.150167561,0.122678573,0.117761304,0.127687596,na
Mont-Laurier,1534,6,-68.31666667,47.7,120,14,14,14,14,14,14,13,13,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,na,na,0,0,0,0,0,0.002666059,0.008568427,0.015497319,0.015850319,0.027664159,0.041469577,0.063011011,0.070924183,0.06794477,0.087890751,0.083862273,0.08790012,0.112550053,0.091374581,0.091542303,0.109573344,0.121681793,0.098272235,0.092115662,0.100569762,0.078272097,0.088284753,0.076059366,0.097214808,0.06400542,0.074035793,0.121801197,0.08831573,0.074137445,0.093057585,0.072341529,0.079707842,0.078652438,0.067975469,0.080903976,na
Mont-Laurier,1538,3,-65.11666667,47.75,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0.002683344,0.004245011,0.012614277,0.025723541,0.041365268,0.079065505,0.113097366,0.157820346,0.227855103,0.254803513,0.236386739,0.292774962,0.273500829,0.265140265,0.319071551,0.241805206,0.206492735,0.200611285,0.331969135,0.285089946,0.255562243,0.277125053,0.261170269,0.248437337,0.219629315,0.248517722,0.164785389,0.112928987,0.158037495,0.164254358,0.223219165,0.264024479,0.227431419,0.183347144,0.1691703,0.201488203,0.182519132,na
Mont-Laurier,1538,4,-65.11666667,47.75,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.002714038,0.006430424,0.019767585,0.044871786,0.077005342,0.111183232,0.140330094,0.178626603,0.145402995,0.218400066,0.253300161,0.221949174,0.256778335,0.211109148,0.20898795,0.187917812,0.307980437,0.239897436,0.254055971,0.295085981,0.245522518,0.25145797,0.208798411,0.241883445,0.187954299,0.147159575,0.228346913,0.197323679,0.199849371,0.269447193,0.213738264,0.227678717,0.200325929,0.195782315,0.179120354,na
Mont-Laurier,1538,6,-65.11666667,47.75,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0.00161168,0.010137143,0.02232424,0.039716761,0.079577544,0.127158379,0.175880815,0.227555311,0.28357715,0.280286025,0.22352827,0.297442462,0.330808072,0.249826249,0.284911639,0.169529054,0.196902228,0.170545369,0.244385512,0.180468333,0.166182494,0.191632536,0.174499784,0.16235215,0.144470659,0.186033743,0.114103193,0.083604652,0.113437671,0.082628656,0.097054691,0.140066457,0.111023924,0.128159978,0.111917562,0.121251716,0.121352124,na
Mont-Laurier,3268,3,-90.36666667,44.21666667,120,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,13,13,13,13,12,12,12,11,11,11,11,10,10,10,10,10,10,9,na,na,0,0,0,0,0,0,0.005310013,0.014693986,0.029224506,0.043918807,0.057996356,0.080291676,0.066092312,0.056829579,0.084741504,0.094207439,0.076573936,0.100215334,0.092597892,0.091386608,0.085150628,0.119657271,0.105021245,0.087525828,0.088419582,0.081431656,0.067751907,0.064009229,0.066570934,0.042265303,0.028818127,0.044221977,0.038573036,0.04064551,0.04785447,0.043704153,0.046208476,0.039482921,0.04007954,0.033632429,na
Mont-Laurier,3268,4,-90.36666667,44.21666667,120,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,12,12,12,12,12,12,11,na,na,0,0,0,0,0.00747838,0.014632646,0.017173579,0.039984479,0.038023016,0.055319704,0.085139822,0.105400243,0.113230991,0.073371403,0.100953341,0.099039601,0.079414801,0.12915794,0.087411179,0.119980069,0.132215608,0.191614065,0.147559831,0.165144869,0.127458619,0.167097068,0.146100153,0.146583637,0.156851511,0.152780406,0.107606132,0.156908693,0.084047008,0.070390959,0.085342102,0.065587248,0.071602502,0.049986896,0.050110681,0.043527614,na
Mont-Laurier,3268,6,-90.36666667,44.21666667,120,15,15,15,15,15,15,14,14,14,14,14,14,14,14,13,13,13,13,13,13,13,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,10,10,10,10,na,na,0,0,0,0,0,0.002583451,0.006857879,0.01615179,0.028184447,0.037024459,0.044890368,0.072058737,0.06591719,0.057974001,0.075923374,0.084715659,0.087894293,0.095342846,0.08002511,0.072869081,0.088131026,0.112686828,0.083274548,0.08426625,0.108085876,0.101326692,0.094533212,0.08165515,0.090484961,0.056282185,0.062626685,0.076308282,0.075024566,0.069512802,0.069979685,0.054033987,0.066479296,0.073078354,0.069224272,0.077185116,na
Mont-Laurier,4277,3,-88.98333333,45.73333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.001415812,0.005495673,0.011791658,0.022701107,0.043232478,0.055221173,0.074884058,0.10600147,0.115366779,0.102499707,0.126548236,0.134205734,0.113243496,0.147679117,0.11390206,0.121284596,0.109552468,0.135139923,0.114634176,0.118044556,0.164652494,0.123408049,0.1183,0.103823442,0.12282391,0.075086416,0.066327038,0.097270421,0.084618614,0.087445343,0.101526256,0.090225967,0.098454349,0.086912631,0.088172685,0.102513691,na
Mont-Laurier,4277,4,-88.98333333,45.73333333,120,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,11,11,11,11,na,na,0,0,0,0,0.001367856,0.001793084,0.003397311,0.007395865,0.019490259,0.0317455,0.046325671,0.062899717,0.078971451,0.073081903,0.095628849,0.094032539,0.075279774,0.104140488,0.098902244,0.074092178,0.086986548,0.105519063,0.09043084,0.074782717,0.096718138,0.077870709,0.077185477,0.075105581,0.074481588,0.051579353,0.055303649,0.069235146,0.065723611,0.062777572,0.075886929,0.072530366,0.052346934,0.049554168,0.052541672,0.060114377,na
Mont-Laurier,4277,6,-88.98333333,45.73333333,120,13,13,13,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,na,na,0,0,0,0.001118654,0.002639152,0.004990766,0.010737517,0.020126489,0.027863055,0.042183135,0.064476542,0.093440986,0.105971757,0.120134103,0.137395555,0.150650963,0.15226954,0.193597015,0.130437896,0.174497627,0.146164547,0.220358696,0.146998559,0.166413568,0.160723249,0.203101805,0.16479091,0.183631228,0.240331633,0.154994424,0.117474633,0.199265832,0.145965414,0.134212877,0.161539397,0.140931899,0.136442848,0.133408109,0.131557774,0.117716055,na
Mont-Laurier,4344,3,-90.93333333,46.11666667,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,15,15,14,na,na,0,0,0,0,0.005710385,0.010661154,0.021414474,0.044260929,0.074656427,0.09879438,0.134476363,0.168301602,0.178885134,0.163103022,0.21654513,0.219390013,0.206532568,0.237084731,0.179531436,0.163326268,0.185152629,0.252897947,0.219261429,0.169772511,0.164178056,0.137753403,0.149397077,0.106006271,0.108810908,0.087888231,0.068959987,0.095632387,0.078757999,0.071873357,0.09398217,0.08739289,0.082716037,0.065586153,0.071388416,0.074568543,na
Mont-Laurier,4344,4,-90.93333333,46.11666667,120,16,16,16,16,15,15,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0,0.001653956,0.006609898,0.013228236,0.024369679,0.03624836,0.052839907,0.095160988,0.103909578,0.062422309,0.090225135,0.069234256,0.07621883,0.105873621,0.091153478,0.081876081,0.080766244,0.13136723,0.103733409,0.098076402,0.130829707,0.099111668,0.113662031,0.094524238,0.108225214,0.074426163,0.06269761,0.096110762,0.058636859,0.055266762,0.06984055,0.061772785,0.060825968,0.053108008,0.060361823,0.069747125,na
Mont-Laurier,4344,6,-90.93333333,46.11666667,120,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,na,na,0,0,0,0,0.003807392,0.008522648,0.017049478,0.027925098,0.052248839,0.075637484,0.099448878,0.127338785,0.138084214,0.124770652,0.161543668,0.184675854,0.2027109,0.236836783,0.156766372,0.12554343,0.12304553,0.150737172,0.144227551,0.117899797,0.120673077,0.129385897,0.103655261,0.120514362,0.116428078,0.086924864,0.057039949,0.082790728,0.083783624,0.080543101,0.083349087,0.050681955,0.056565561,0.053154979,0.053974551,0.046929856,na
Mont-Laurier,4351,3,-84.78333333,46.05,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0,0.008798015,0.014693667,0.028115425,0.058794534,0.083738905,0.109933708,0.152194225,0.180369588,0.15529134,0.2103387,0.187546997,0.192024063,0.218547877,0.200427521,0.183384405,0.217514515,0.284817612,0.227679452,0.216858642,0.258159067,0.237523389,0.214990375,0.198541154,0.210378414,0.144728964,0.115439521,0.157752186,0.158264678,0.138120237,0.164893345,0.126350386,0.140940617,0.130690847,0.12408282,0.158851135,na
Mont-Laurier,4351,4,-84.78333333,46.05,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.002033174,0.010267416,0.015155814,0.039304037,0.062915873,0.089819049,0.106769272,0.132454035,0.134140236,0.116819971,0.147540537,0.161252908,0.139437549,0.164834566,0.134998897,0.121719318,0.143639587,0.240823376,0.168024813,0.169606117,0.19046113,0.190175836,0.202581617,0.182758683,0.186388767,0.155607925,0.117892509,0.226592907,0.130497251,0.165307584,0.212250031,0.182531817,0.178579252,0.153960812,0.141034221,0.186964741,na
Mont-Laurier,4351,6,-84.78333333,46.05,120,14,14,14,14,14,14,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,na,na,0,0,0,0,0,0.005345061,0.013647893,0.026818875,0.051982059,0.080836698,0.099216129,0.155502449,0.171069576,0.143193118,0.176837836,0.168448449,0.172256619,0.190690843,0.172624428,0.156606259,0.168805858,0.226034305,0.164013375,0.169348753,0.169450518,0.172307906,0.199664381,0.169723651,0.184415054,0.124812937,0.115224706,0.146109949,0.122101674,0.114331162,0.187267356,0.13787228,0.140991072,0.13134877,0.112400201,0.143997333,na
Mont-Laurier,4353,3,-91.3,47.7,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,na,na,0,0,0,0,0.001585719,0.010010431,0.021363281,0.040947418,0.062621956,0.080111676,0.112121354,0.148084602,0.157779478,0.133137925,0.186629854,0.199154319,0.185662975,0.214199373,0.162416543,0.15364629,0.185081091,0.227669079,0.189475057,0.175586816,0.218168457,0.182913787,0.183754058,0.148942077,0.145678671,0.109519524,0.073361755,0.09989934,0.103463902,0.111902768,0.151842852,0.161153615,0.139561257,0.115159869,0.11876237,0.112330865,na
Mont-Laurier,4353,4,-91.3,47.7,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.002655049,0.006836228,0.01661643,0.026159511,0.048319167,0.071681923,0.096029889,0.133934648,0.139174338,0.128603636,0.170598575,0.173662951,0.159804454,0.192341925,0.146654775,0.141464516,0.118356862,0.186877348,0.163430262,0.141109536,0.193121626,0.150458821,0.154532835,0.135861792,0.156840002,0.091025704,0.100129753,0.110824655,0.109718002,0.105730108,0.119503439,0.093457845,0.077864479,0.069418397,0.074877553,0.091489239,na
Mont-Laurier,4353,6,-91.3,47.7,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,13,13,13,13,12,12,12,11,na,na,0,0,0,0.003578512,0.012320085,0.026887514,0.040459606,0.062601359,0.073000733,0.114471768,0.144662614,0.166810961,0.187917003,0.203609562,0.213258021,0.244790409,0.225980796,0.269077182,0.211719288,0.242799737,0.212399359,0.27246815,0.2624334,0.238107338,0.235734669,0.240959226,0.19396965,0.168226725,0.195644704,0.141941858,0.102882587,0.177688644,0.133659079,0.117089527,0.171518761,0.14522229,0.161459255,0.138371827,0.117779949,0.108554876,na
Mont-Laurier,4360,3,-68.8,45.5,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.007945216,0.022750683,0.028285086,0.051937423,0.098134872,0.124499021,0.175712719,0.234159779,0.26082987,0.238266605,0.284183688,0.314882226,0.306498868,0.338266274,0.270538792,0.244819814,0.196098103,0.250664406,0.231911626,0.21989894,0.252762401,0.217804286,0.197335633,0.167512109,0.168893049,0.132844586,0.096856063,0.146913976,0.129017258,0.124911094,0.168060395,0.122859148,0.111097283,0.106642816,0.098906129,0.117101686,na
Mont-Laurier,4360,4,-68.8,45.5,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0.003822108,0.017290186,0.024108796,0.026092163,0.042049024,0.072585769,0.097072321,0.140239873,0.180768662,0.183894096,0.163185448,0.230715648,0.229108856,0.218333124,0.262780288,0.236562742,0.182817794,0.184727383,0.269319329,0.23486063,0.207636368,0.249418725,0.24247824,0.199581409,0.175220636,0.181909621,0.125733624,0.131662016,0.165285651,0.128890354,0.149337568,0.178869697,0.151154498,0.169529835,0.125782266,0.125627904,0.124968624,na
Mont-Laurier,4360,6,-68.8,45.5,120,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,na,na,0,0,0,0,0.00322468,0.009891568,0.0180327,0.033636781,0.068059523,0.097053643,0.143987023,0.196001646,0.245542863,0.213256586,0.269316154,0.267291302,0.260062014,0.2815117,0.248879183,0.225879112,0.259903093,0.255928385,0.247246565,0.186824415,0.239924206,0.192458084,0.177325551,0.160590921,0.19626638,0.117667582,0.110978714,0.125866304,0.121690218,0.104855145,0.125257836,0.116644217,0.121013082,0.121995026,0.139023883,0.125339329,na
Mont-Laurier,6801,3,-53.11666667,47.33333333,120,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,na,na,0,0,0,0,0,0,0.003977284,0.011739096,0.020413463,0.037819399,0.05691879,0.074806323,0.099879926,0.065371047,0.102333592,0.09155579,0.102703373,0.12706735,0.101336893,0.090037656,0.097081664,0.142719099,0.088059234,0.085210363,0.097998704,0.09223247,0.074171093,0.071220478,0.070722046,0.055506393,0.033463203,0.055456095,0.047894396,0.045973873,0.067972823,0.048460301,0.059296541,0.050770774,0.04949063,0.040712723,na
Mont-Laurier,6801,4,-53.11666667,47.33333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,15,15,15,15,14,14,14,13,na,na,0,0,0,0,0,0.006361058,0.017497927,0.034143876,0.060582082,0.078126838,0.100303348,0.126991814,0.142263342,0.127223146,0.160528197,0.159371464,0.164152219,0.198022573,0.162674173,0.155888391,0.16944435,0.236636251,0.194112342,0.195688757,0.231404923,0.202467377,0.200708455,0.17619923,0.190950747,0.118182272,0.078319795,0.124874507,0.118888907,0.110563631,0.118212329,0.123976093,0.123478926,0.092530385,0.084625189,0.074416187,na
Mont-Laurier,6801,6,-53.11666667,47.33333333,120,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,na,na,0,0,0,0,0.004053113,0.008720487,0.018261743,0.037060215,0.069804807,0.097882224,0.111261977,0.1514111,0.162266605,0.124737281,0.154863817,0.170404027,0.16862738,0.176023501,0.142108774,0.122960555,0.178159233,0.201739602,0.124538572,0.122626316,0.151797593,0.133560165,0.147410453,0.121023961,0.133407046,0.085363617,0.080887247,0.11043274,0.104334077,0.103278158,0.118587766,0.088669547,0.121938962,0.109180657,0.090551515,0.103961884,na
