Common garden,Prov,xVar,Value,Std.Error,DF,tvalue,p-value,var
Mont-Laurier,Prov355,Snowfall,2.10E-05,4.57E-05,99,0.458779207,0.647398362,XSnowfall
Mont-Laurier,Prov355,SpringSMI,-0.000479507,0.001186742,99,-0.404053272,0.687045062,XSpringSMI
Mont-Laurier,Prov355,SummerSMI,-0.001148619,0.000455871,99,-2.519615676,0.013348101,XSummerSMI
Mont-Laurier,Prov355,FallSMI,0.002051534,0.000537091,99,3.819713228,0.000233223,XFallSMI
Mont-Laurier,Prov355,totalC:as.factor(Bloc)3,0.417374353,0.072502084,99,5.75672212,9.64E-08,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov355,totalC:as.factor(Bloc)4,0.436432723,0.074988179,99,5.82002032,7.28E-08,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov355,totalC:as.factor(Bloc)6,0.412488583,0.069766403,99,5.912424371,4.81E-08,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov355,s(Year):as.factor(Bloc)3Fx1,1.857966029,0.341339919,99,5.443154834,3.80E-07,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov355,s(Year):as.factor(Bloc)4Fx1,2.04198049,0.379606039,99,5.379209703,5.01E-07,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov355,s(Year):as.factor(Bloc)6Fx1,2.060801454,0.381358593,99,5.403841666,4.51E-07,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov369,(Intercept),-0.683397919,0.203335866,99,-3.360931505,0.001104759,X(Intercept)
Mont-Laurier,Prov369,prevSummerTemp,-0.012566879,0.002464334,99,-5.099504058,1.64E-06,XprevSummerTemp
Mont-Laurier,Prov369,prevFallTemp,7.39E-05,0.001949808,99,0.037909302,0.969836336,XprevFallTemp
Mont-Laurier,Prov369,WinterTemp,0.004193622,0.001169001,99,3.587357006,0.000521143,XWinterTemp
Mont-Laurier,Prov369,SpringTemp,-0.004169979,0.001246179,99,-3.346212087,0.001158747,XSpringTemp
Mont-Laurier,Prov369,SummerTemp,-0.009204647,0.002403285,99,-3.83002676,0.000224877,XSummerTemp
Mont-Laurier,Prov369,FallTemp,0.000663595,0.002105947,99,0.315105399,0.753344843,XFallTemp
Mont-Laurier,Prov369,prevSummerSMI,0.001159909,0.000399835,99,2.900967822,0.004584219,XprevSummerSMI
Mont-Laurier,Prov369,prevFallSMI,-0.001464734,0.000467707,99,-3.131731381,0.002285217,XprevFallSMI
Mont-Laurier,Prov369,Snowfall,-1.50E-05,3.53E-05,99,-0.425830794,0.671155492,XSnowfall
Mont-Laurier,Prov369,SpringSMI,-0.002458023,0.000940104,99,-2.614629359,0.010327767,XSpringSMI
Mont-Laurier,Prov369,SummerSMI,0.000884846,0.000387756,99,2.28196665,0.024631875,XSummerSMI
Mont-Laurier,Prov369,FallSMI,0.000344319,0.000435752,99,0.79017201,0.431315976,XFallSMI
Mont-Laurier,Prov369,totalC:as.factor(Bloc)3,0.62119469,0.070738596,99,8.781552452,4.94E-14,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov369,totalC:as.factor(Bloc)4,0.735926607,0.084227736,99,8.737342846,6.16E-14,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov369,totalC:as.factor(Bloc)6,0.742258944,0.085549313,99,8.676386949,8.36E-14,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov369,s(Year):as.factor(Bloc)3Fx1,3.60153262,0.424805884,99,8.478066693,2.25E-13,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov369,s(Year):as.factor(Bloc)4Fx1,3.852306974,0.46259035,99,8.327685558,4.74E-13,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov369,s(Year):as.factor(Bloc)6Fx1,3.753583505,0.448053209,99,8.377539612,3.70E-13,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1329,(Intercept),-0.216915102,0.226916958,99,-0.955922836,0.341439682,X(Intercept)
Mont-Laurier,Prov1329,prevSummerTemp,-0.011077793,0.003126541,99,-3.543146752,0.000605024,XprevSummerTemp
Mont-Laurier,Prov1329,prevFallTemp,0.001261535,0.002442771,99,0.516436142,0.606701498,XprevFallTemp
Mont-Laurier,Prov1329,WinterTemp,0.003944329,0.001463028,99,2.696003969,0.008247751,XWinterTemp
Mont-Laurier,Prov1329,SpringTemp,-0.002217994,0.001560761,99,-1.421097348,0.158430723,XSpringTemp
Mont-Laurier,Prov1329,SummerTemp,-0.007266732,0.003025861,99,-2.401541654,0.018192115,XSummerTemp
Mont-Laurier,Prov1329,FallTemp,0.001731474,0.002600621,99,0.665792383,0.507092168,XFallTemp
Mont-Laurier,Prov1329,prevSummerSMI,0.001219885,0.000491646,99,2.481226051,0.01477833,XprevSummerSMI
Mont-Laurier,Prov1329,prevFallSMI,-0.000955921,0.000574895,99,-1.662774846,0.099520471,XprevFallSMI
Mont-Laurier,Prov1329,Snowfall,-5.12E-06,4.33E-05,99,-0.118176863,0.906166968,XSnowfall
Mont-Laurier,Prov1329,SpringSMI,-0.001141961,0.001143928,99,-0.998280407,0.320577183,XSpringSMI
Mont-Laurier,Prov1329,SummerSMI,0.000404005,0.000487506,99,0.828717533,0.409257794,XSummerSMI
Mont-Laurier,Prov1329,FallSMI,0.000707629,0.000542385,99,1.304662256,0.195032579,XFallSMI
Mont-Laurier,Prov1329,totalC:as.factor(Bloc)3,0.272758409,0.056512854,99,4.826484372,5.05E-06,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1329,totalC:as.factor(Bloc)4,0.427711768,0.095755493,99,4.4667074,2.11E-05,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1329,totalC:as.factor(Bloc)6,0.373642201,0.081991948,99,4.557059681,1.48E-05,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1329,s(Year):as.factor(Bloc)3Fx1,1.710377714,0.382105325,99,4.476194396,2.04E-05,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1329,s(Year):as.factor(Bloc)4Fx1,1.70782553,0.410825082,99,4.157062467,6.86E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1329,s(Year):as.factor(Bloc)6Fx1,1.704792581,0.403892943,99,4.220902121,5.40E-05,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1528,(Intercept),-0.430344888,0.195549698,99,-2.200693186,0.030082134,X(Intercept)
Mont-Laurier,Prov1528,prevSummerTemp,-0.013365316,0.002506881,99,-5.331452518,6.15E-07,XprevSummerTemp
Mont-Laurier,Prov1528,prevFallTemp,0.004047443,0.001990634,99,2.03324337,0.044704322,XprevFallTemp
Mont-Laurier,Prov1528,WinterTemp,0.004420888,0.001194246,99,3.701824559,0.000352134,XWinterTemp
Mont-Laurier,Prov1528,SpringTemp,-0.001554417,0.001293815,99,-1.201421684,0.232453964,XSpringTemp
Mont-Laurier,Prov1528,SummerTemp,-0.009088737,0.002455046,99,-3.70206319,0.000351844,XSummerTemp
Mont-Laurier,Prov1528,FallTemp,0.00391423,0.002144796,99,1.824989256,0.07101812,XFallTemp
Mont-Laurier,Prov1528,prevSummerSMI,0.001350352,0.000408135,99,3.30859226,0.001308188,XprevSummerSMI
Mont-Laurier,Prov1528,prevFallSMI,-0.00127633,0.00047852,99,-2.66724719,0.008934847,XprevFallSMI
Mont-Laurier,Prov1528,Snowfall,9.51E-06,3.61E-05,99,0.263594029,0.792640635,XSnowfall
Mont-Laurier,Prov1528,SpringSMI,-0.001227141,0.000978113,99,-1.2546011,0.212577481,XSpringSMI
Mont-Laurier,Prov1528,SummerSMI,0.000585636,0.000398412,99,1.469926337,0.144752656,XSummerSMI
Mont-Laurier,Prov1528,FallSMI,0.000901474,0.000446817,99,2.01754627,0.046345041,XFallSMI
Mont-Laurier,Prov1528,totalC:as.factor(Bloc)3,0.438555709,0.076060485,99,5.765881042,9.26E-08,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1528,totalC:as.factor(Bloc)4,0.461021409,0.080896096,99,5.698932709,1.24E-07,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1528,totalC:as.factor(Bloc)6,0.459131795,0.079987782,99,5.740024105,1.04E-07,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1528,s(Year):as.factor(Bloc)3Fx1,2.303998551,0.4142922,99,5.561288752,2.28E-07,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1528,s(Year):as.factor(Bloc)4Fx1,2.187542386,0.394544422,99,5.544476778,2.45E-07,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1528,s(Year):as.factor(Bloc)6Fx1,2.232362281,0.405457693,99,5.505783509,2.90E-07,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1530,(Intercept),-0.343787649,0.129100164,99,-2.662952852,0.009041794,X(Intercept)
Mont-Laurier,Prov1530,prevSummerTemp,-0.010717868,0.001642885,99,-6.523808313,2.93E-09,XprevSummerTemp
Mont-Laurier,Prov1530,prevFallTemp,0.000557343,0.001374471,99,0.405496454,0.685987619,XprevFallTemp
Mont-Laurier,Prov1530,WinterTemp,0.002208611,0.000825991,99,2.673893595,0.008771584,XWinterTemp
Mont-Laurier,Prov1530,SpringTemp,-0.001955422,0.000924108,99,-2.11601085,0.036852339,XSpringTemp
Mont-Laurier,Prov1530,SummerTemp,-0.004711937,0.001722629,99,-2.735318138,0.007386022,XSummerTemp
Mont-Laurier,Prov1530,FallTemp,-0.001301813,0.00149373,99,-0.871518515,0.385579708,XFallTemp
Mont-Laurier,Prov1530,prevSummerSMI,0.000352344,0.000289317,99,1.217850027,0.226175625,XprevSummerSMI
Mont-Laurier,Prov1530,prevFallSMI,-0.000438592,0.000321569,99,-1.363912246,0.175688203,XprevFallSMI
Mont-Laurier,Prov1530,Snowfall,1.75E-05,2.82E-05,99,0.622836685,0.534823959,XSnowfall
Mont-Laurier,Prov1530,SpringSMI,-0.000584351,0.000750782,99,-0.778323283,0.43823472,XSpringSMI
Mont-Laurier,Prov1530,SummerSMI,-0.000170445,0.000266701,99,-0.639086694,0.524242465,XSummerSMI
Mont-Laurier,Prov1530,FallSMI,0.000956821,0.000314076,99,3.046462988,0.002968123,XFallSMI
Mont-Laurier,Prov1530,totalC:as.factor(Bloc)3,0.593284826,0.088319093,99,6.717514929,1.18E-09,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1530,totalC:as.factor(Bloc)4,0.493076741,0.07115574,99,6.929542706,4.33E-10,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1530,totalC:as.factor(Bloc)6,0.459777635,0.06652933,99,6.910901378,4.73E-10,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1530,s(Year):as.factor(Bloc)3Fx1,1.831782542,0.285673941,99,6.412144343,4.92E-09,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1530,s(Year):as.factor(Bloc)4Fx1,1.923600562,0.295938084,99,6.5000102,3.27E-09,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1530,s(Year):as.factor(Bloc)6Fx1,1.83328069,0.278620579,99,6.579846673,2.26E-09,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1531,(Intercept),-0.479704053,0.170920104,99,-2.806598176,0.006029798,X(Intercept)
Mont-Laurier,Prov1531,prevSummerTemp,-0.009582809,0.002053875,99,-4.665722606,9.65E-06,XprevSummerTemp
Mont-Laurier,Prov1531,prevFallTemp,0.000897758,0.001733232,99,0.517967438,0.605636599,XprevFallTemp
Mont-Laurier,Prov1531,WinterTemp,0.002320658,0.00103096,99,2.250967306,0.026598839,XWinterTemp
Mont-Laurier,Prov1531,SpringTemp,-0.00214733,0.00114644,99,-1.873042223,0.064012853,XSpringTemp
Mont-Laurier,Prov1531,SummerTemp,-0.006180919,0.002122258,99,-2.912425798,0.004432293,XSummerTemp
Mont-Laurier,Prov1531,FallTemp,-0.000374581,0.001865012,99,-0.200846424,0.841230714,XFallTemp
Mont-Laurier,Prov1531,prevSummerSMI,0.001145341,0.000360302,99,3.178835729,0.001973723,XprevSummerSMI
Mont-Laurier,Prov1531,prevFallSMI,-0.00111937,0.000397383,99,-2.81685274,0.005854624,XprevFallSMI
Mont-Laurier,Prov1531,Snowfall,-4.66E-05,3.39E-05,99,-1.3724728,0.173017749,XSnowfall
Mont-Laurier,Prov1531,SpringSMI,-0.002300734,0.000902924,99,-2.548092156,0.012368778,XSpringSMI
Mont-Laurier,Prov1531,SummerSMI,0.000977286,0.000344198,99,2.839312576,0.005487111,XSummerSMI
Mont-Laurier,Prov1531,FallSMI,-0.000211788,0.00038144,99,-0.555233395,0.579987474,XFallSMI
Mont-Laurier,Prov1531,totalC:as.factor(Bloc)3,0.598497163,0.074545122,99,8.028656253,2.08E-12,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1531,totalC:as.factor(Bloc)4,0.60692285,0.074844064,99,8.109164785,1.40E-12,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1531,totalC:as.factor(Bloc)6,0.566431559,0.069666729,99,8.130589213,1.26E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1531,s(Year):as.factor(Bloc)3Fx1,2.552422516,0.328139853,99,7.77845937,7.14E-12,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1531,s(Year):as.factor(Bloc)4Fx1,2.775432776,0.359055647,99,7.729812357,9.06E-12,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1531,s(Year):as.factor(Bloc)6Fx1,2.652499212,0.341093153,99,7.776465714,7.21E-12,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1534,(Intercept),0.142379277,0.18768018,99,0.758627135,0.449877969,X(Intercept)
Mont-Laurier,Prov1534,prevSummerTemp,-0.010612403,0.002659964,99,-3.989679539,0.000126921,XprevSummerTemp
Mont-Laurier,Prov1534,prevFallTemp,0.001039813,0.00213768,99,0.486421256,0.627743586,XprevFallTemp
Mont-Laurier,Prov1534,WinterTemp,0.003686783,0.00131591,99,2.80169855,0.006115176,XWinterTemp
Mont-Laurier,Prov1534,SpringTemp,-0.001422028,0.001458704,99,-0.974857325,0.332007065,XSpringTemp
Mont-Laurier,Prov1534,SummerTemp,-0.006642617,0.002705138,99,-2.455555947,0.015809681,XSummerTemp
Mont-Laurier,Prov1534,FallTemp,-0.001430238,0.002285611,99,-0.6257573,0.532914114,XFallTemp
Mont-Laurier,Prov1534,prevSummerSMI,-0.000209624,0.000443606,99,-0.472546135,0.637577094,XprevSummerSMI
Mont-Laurier,Prov1534,prevFallSMI,-0.000139958,0.000490343,99,-0.285429487,0.775911436,XprevFallSMI
Mont-Laurier,Prov1534,Snowfall,4.11E-05,4.36E-05,99,0.942930319,0.348011947,XSnowfall
Mont-Laurier,Prov1534,SpringSMI,-0.001489876,0.001102545,99,-1.351306598,0.179677172,XSpringSMI
Mont-Laurier,Prov1534,SummerSMI,-0.00031563,0.000416292,99,-0.758193022,0.450136581,XSummerSMI
Mont-Laurier,Prov1534,FallSMI,0.001496037,0.000494703,99,3.024111505,0.003176096,XFallSMI
Mont-Laurier,Prov1534,totalC:as.factor(Bloc)3,0.182479332,0.051913206,99,3.515084963,0.000664719,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1534,totalC:as.factor(Bloc)4,0.177477434,0.048377544,99,3.668591249,0.000394907,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1534,totalC:as.factor(Bloc)6,0.311678449,0.102633819,99,3.036800663,0.00305643,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1534,s(Year):as.factor(Bloc)3Fx1,0.85642352,0.276130725,99,3.101514766,0.002508487,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1534,s(Year):as.factor(Bloc)4Fx1,0.910386029,0.292478271,99,3.112662101,0.002423861,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1534,s(Year):as.factor(Bloc)6Fx1,0.806064071,0.300877157,99,2.679047091,0.008646861,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov1538,(Intercept),-0.636507627,0.278995307,99,-2.281427719,0.024664948,X(Intercept)
Mont-Laurier,Prov1538,prevSummerTemp,-0.021460231,0.003672695,99,-5.843183288,6.56E-08,XprevSummerTemp
Mont-Laurier,Prov1538,prevFallTemp,0.001695357,0.002867479,99,0.59123592,0.555709908,XprevFallTemp
Mont-Laurier,Prov1538,WinterTemp,0.007952117,0.001711682,99,4.645790759,1.04E-05,XWinterTemp
Mont-Laurier,Prov1538,SpringTemp,-0.003150883,0.001824859,99,-1.72664461,0.087350658,XSpringTemp
Mont-Laurier,Prov1538,SummerTemp,-0.016177397,0.003517408,99,-4.599237726,1.26E-05,XSummerTemp
Mont-Laurier,Prov1538,FallTemp,0.003902313,0.003085345,99,1.264790045,0.208915832,XFallTemp
Mont-Laurier,Prov1538,prevSummerSMI,0.002227529,0.000582423,99,3.824592714,0.000229238,XprevSummerSMI
Mont-Laurier,Prov1538,prevFallSMI,-0.0026522,0.000691486,99,-3.835510993,0.000220556,XprevFallSMI
Mont-Laurier,Prov1538,Snowfall,6.97E-05,5.04E-05,99,1.381356763,0.170279099,XSnowfall
Mont-Laurier,Prov1538,SpringSMI,-0.000951759,0.001394924,99,-0.682301785,0.496641478,XSpringSMI
Mont-Laurier,Prov1538,SummerSMI,0.000976381,0.000573836,99,1.701496457,0.091988516,XSummerSMI
Mont-Laurier,Prov1538,FallSMI,0.000597128,0.000654838,99,0.911871343,0.364051576,XFallSMI
Mont-Laurier,Prov1538,totalC:as.factor(Bloc)3,0.499147622,0.075970366,99,6.570293795,2.36E-09,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov1538,totalC:as.factor(Bloc)4,0.583083192,0.089581027,99,6.509003219,3.14E-09,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov1538,totalC:as.factor(Bloc)6,0.521124308,0.081054122,99,6.429337529,4.55E-09,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov1538,s(Year):as.factor(Bloc)3Fx1,3.801379903,0.609032945,99,6.241665472,1.08E-08,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov1538,s(Year):as.factor(Bloc)4Fx1,4.018082586,0.654409705,99,6.140010693,1.72E-08,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov1538,s(Year):as.factor(Bloc)6Fx1,3.397082667,0.541135951,99,6.277688006,9.16E-09,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov3268,(Intercept),0.121928287,0.136450877,99,0.893569097,0.373719581,X(Intercept)
Mont-Laurier,Prov3268,prevSummerTemp,-0.007226114,0.00207128,99,-3.488718838,0.000725837,XprevSummerTemp
Mont-Laurier,Prov3268,prevFallTemp,-0.001388794,0.001646882,99,-0.843286819,0.401100953,XprevFallTemp
Mont-Laurier,Prov3268,WinterTemp,0.002503626,0.001001848,99,2.499008617,0.014099601,XWinterTemp
Mont-Laurier,Prov3268,SpringTemp,-0.000316071,0.001118818,99,-0.282504231,0.778146692,XSpringTemp
Mont-Laurier,Prov3268,SummerTemp,-0.00202399,0.002106227,99,-0.960955268,0.338915836,XSummerTemp
Mont-Laurier,Prov3268,FallTemp,-0.001459672,0.001722481,99,-0.847423939,0.398802911,XFallTemp
Mont-Laurier,Prov3268,prevSummerSMI,0.00034405,0.000335438,99,1.025673989,0.307544904,XprevSummerSMI
Mont-Laurier,Prov3268,prevFallSMI,-0.0005856,0.000367554,99,-1.593234672,0.114295461,XprevFallSMI
Mont-Laurier,Prov3268,Snowfall,4.46E-05,3.31E-05,99,1.345702917,0.181472207,XSnowfall
Mont-Laurier,Prov3268,SpringSMI,-0.000341369,0.000827078,99,-0.412740435,0.6806893,XSpringSMI
Mont-Laurier,Prov3268,SummerSMI,-0.000235855,0.000319119,99,-0.739080719,0.461606734,XSummerSMI
Mont-Laurier,Prov3268,FallSMI,0.000714304,0.000383315,99,1.863491654,0.06535708,XFallSMI
Mont-Laurier,Prov3268,totalC:as.factor(Bloc)3,0.141973216,0.061963245,99,2.29124888,0.024068339,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov3268,totalC:as.factor(Bloc)4,0.114267533,0.039782168,99,2.872330439,0.004985104,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov3268,totalC:as.factor(Bloc)6,0.146066858,0.060246138,99,2.42450159,0.017142924,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov3268,s(Year):as.factor(Bloc)3Fx1,0.298003227,0.153020258,99,1.947475656,0.054310602,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov3268,s(Year):as.factor(Bloc)4Fx1,0.366541768,0.160723959,99,2.280567072,0.024717845,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov3268,s(Year):as.factor(Bloc)6Fx1,0.303211349,0.163333076,99,1.856398947,0.066370589,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov4277,(Intercept),-0.728299737,0.174054344,99,-4.184323819,6.20E-05,X(Intercept)
Mont-Laurier,Prov4277,prevSummerTemp,-0.007033667,0.002000771,99,-3.515478093,0.000663846,XprevSummerTemp
Mont-Laurier,Prov4277,prevFallTemp,0.001587524,0.001667034,99,0.952304505,0.343261861,XprevFallTemp
Mont-Laurier,Prov4277,WinterTemp,0.00194237,0.001008746,99,1.92552798,0.05703277,XWinterTemp
Mont-Laurier,Prov4277,SpringTemp,-0.002727509,0.00110558,99,-2.46703828,0.015340661,XSpringTemp
Mont-Laurier,Prov4277,SummerTemp,-0.006148201,0.002053172,99,-2.994489812,0.003472512,XSummerTemp
Mont-Laurier,Prov4277,FallTemp,0.000146106,0.001812983,99,0.08058878,0.93593168,XFallTemp
Mont-Laurier,Prov4277,prevSummerSMI,0.000514677,0.000350743,99,1.467388764,0.145440095,XprevSummerSMI
Mont-Laurier,Prov4277,prevFallSMI,-0.000694617,0.000386513,99,-1.797136721,0.075362961,XprevFallSMI
Mont-Laurier,Prov4277,Snowfall,-3.93E-05,3.38E-05,99,-1.163151657,0.247563905,XSnowfall
Mont-Laurier,Prov4277,SpringSMI,-0.000841297,0.000890187,99,-0.945079219,0.346919326,XSpringSMI
Mont-Laurier,Prov4277,SummerSMI,0.000212806,0.000328222,99,0.648359722,0.51825334,XSummerSMI
Mont-Laurier,Prov4277,FallSMI,0.000597983,0.000377633,99,1.583506173,0.116495581,XFallSMI
Mont-Laurier,Prov4277,totalC:as.factor(Bloc)3,0.76891307,0.097033395,99,7.924210708,3.49E-12,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov4277,totalC:as.factor(Bloc)4,1.108222727,0.143412631,99,7.727511318,9.16E-12,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov4277,totalC:as.factor(Bloc)6,0.627381629,0.076965039,99,8.151514455,1.14E-12,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov4277,s(Year):as.factor(Bloc)3Fx1,2.824917973,0.369392902,99,7.647461444,1.35E-11,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov4277,s(Year):as.factor(Bloc)4Fx1,2.823812598,0.374654283,99,7.537115489,2.32E-11,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov4277,s(Year):as.factor(Bloc)6Fx1,3.084957496,0.399676044,99,7.718644998,9.57E-12,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov4344,(Intercept),-0.012473828,0.164209534,99,-0.075962875,0.939601931,X(Intercept)
Mont-Laurier,Prov4344,prevSummerTemp,-0.012665438,0.002377338,99,-5.327571133,6.25E-07,XprevSummerTemp
Mont-Laurier,Prov4344,prevFallTemp,-0.001230278,0.001854343,99,-0.663457856,0.508579367,XprevFallTemp
Mont-Laurier,Prov4344,WinterTemp,0.004879903,0.001107971,99,4.404360575,2.69E-05,XWinterTemp
Mont-Laurier,Prov4344,SpringTemp,-0.002422049,0.001180961,99,-2.050914176,0.042917065,XSpringTemp
Mont-Laurier,Prov4344,SummerTemp,-0.006500745,0.002306863,99,-2.818002951,0.005835269,XSummerTemp
Mont-Laurier,Prov4344,FallTemp,6.83E-05,0.001971814,99,0.034630775,0.97244389,XFallTemp
Mont-Laurier,Prov4344,prevSummerSMI,0.000543398,0.000371515,99,1.462654944,0.146729287,XprevSummerSMI
Mont-Laurier,Prov4344,prevFallSMI,-0.000848846,0.000438017,99,-1.937930973,0.055480602,XprevFallSMI
Mont-Laurier,Prov4344,Snowfall,2.09E-05,3.27E-05,99,0.639953422,0.523681154,XSnowfall
Mont-Laurier,Prov4344,SpringSMI,-0.000911234,0.000864544,99,-1.054004631,0.294446405,XSpringSMI
Mont-Laurier,Prov4344,SummerSMI,0.000491293,0.000365041,99,1.345859958,0.181421718,XSummerSMI
Mont-Laurier,Prov4344,FallSMI,0.000804733,0.000409295,99,1.966141227,0.052082885,XFallSMI
Mont-Laurier,Prov4344,totalC:as.factor(Bloc)3,0.242442242,0.049013206,99,4.946467784,3.09E-06,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov4344,totalC:as.factor(Bloc)4,0.434074074,0.096576188,99,4.494628358,1.89E-05,XtotalC:as.factor(Bloc)4
Mont-Laurier,Prov4344,totalC:as.factor(Bloc)6,0.291888287,0.0616538,99,4.73431137,7.33E-06,XtotalC:as.factor(Bloc)6
Mont-Laurier,Prov4344,s(Year):as.factor(Bloc)3Fx1,1.210433912,0.258297523,99,4.686200232,8.89E-06,Xs(Year):as.factor(Bloc)3Fx1
Mont-Laurier,Prov4344,s(Year):as.factor(Bloc)4Fx1,1.195641214,0.285244739,99,4.191632838,6.03E-05,Xs(Year):as.factor(Bloc)4Fx1
Mont-Laurier,Prov4344,s(Year):as.factor(Bloc)6Fx1,1.178064511,0.261091838,99,4.512069476,1.77E-05,Xs(Year):as.factor(Bloc)6Fx1
Mont-Laurier,Prov4351,(Intercept),-0.142295162,0.226911558,99,-0.627095257,0.53204037,X(Intercept)
Mont-Laurier,Prov4351,prevSummerTemp,-0.010858814,0.002765609,99,-3.926373359,0.000159515,XprevSummerTemp
Mont-Laurier,Prov4351,prevFallTemp,-0.002548753,0.002269564,99,-1.123014713,0.264147282,XprevFallTemp
Mont-Laurier,Prov4351,WinterTemp,0.005244507,0.001377225,99,3.808024917,0.000243037,XWinterTemp
Mont-Laurier,Prov4351,SpringTemp,-0.005650556,0.001493087,99,-3.784478662,0.000264015,XSpringTemp
Mont-Laurier,Prov4351,SummerTemp,-0.009144067,0.002800829,99,-3.264771404,0.001504978,XSummerTemp
Mont-Laurier,Prov4351,FallTemp,-0.000824831,0.002444446,99,-0.337430625,0.736506681,XFallTemp
Mont-Laurier,Prov4351,prevSummerSMI,0.001086067,0.000473237,99,2.294977189,0.023845203,XprevSummerSMI
Mont-Laurier,Prov4351,prevFallSMI,-0.001653002,0.000529905,99,-3.119429113,0.00237379,XprevFallSMI
Mont-Laurier,Prov4351,Snowfall,-3.14E-05,4.45E-05,99,-0.706201921,0.481721233,XSnowfall
Mont-Laurier,Prov4351,SpringSMI,-0.00376742,0.001146933,99,-3.284779,0.001411921,XSpringSMI
Mont-Laurier,Prov4351,SummerSMI,0.000116664,0.000450447,99,0.258995658,0.796176345,XSummerSMI
Mont-Laurier,Prov4351,FallSMI,0.000815236,0.000519186,99,1.570220427,0.119554588,XFallSMI
Mont-Laurier,Prov4351,totalC:as.factor(Bloc)3,0.457595439,0.066359709,99,6.895681833,5.09E-10,XtotalC:as.factor(Bloc)3
Mont-Laurier,Prov4351,totalC:as.factor(Bloc)4,0.536508827,0.078727397,99,6.814766489,7.47E-10,XtotalC:as.factor(Bloc)4
